"orderid","orderdate","month_order","year_order","customerid","shipperid","sales","costs","profit","quantity","discount","freight","product","category","supplier","supplier_country","employeename","hiredate","office","reports_to","title","year_salary","profit2"
10840,2012-09-16,9,2012,47,2,110.81,81.44,29.36,6,18.47,60.14,Basket Vest,Sportwear,Der Bahnhof,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-30.77
10840,2012-09-16,9,2012,47,2,650.52,478.13,172.39,10,108.42,60.14,Terence Top,Womens wear,Like Paradis,France,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,112.25
10841,2012-04-16,4,2012,73,2,101.28,89.33,11.95,16,0.00,43.65,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-31.70
10841,2012-04-16,4,2012,73,2,1245.90,1098.88,147.02,30,0.00,43.65,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,103.37
10841,2012-04-16,4,2012,73,2,431.50,380.58,50.92,50,0.00,43.65,Rasta WCT,Sportwear,FrisersAfrong,France,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,7.27
10841,2012-04-16,4,2012,73,2,201.00,177.28,23.72,15,0.00,43.65,Skirt,Womens wear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-19.93
10842,2012-10-17,10,2012,80,3,381.45,336.44,45.01,15,0.00,54.66,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-9.65
10842,2012-10-17,10,2012,80,3,55.45,48.91,6.54,5,0.00,54.66,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-48.12
10842,2012-10-17,10,2012,80,3,265.40,234.08,31.32,20,0.00,54.66,Cap,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-23.34
10842,2012-10-17,10,2012,80,3,321.84,283.86,37.98,12,0.00,54.66,US-Master Jeans,Men´s Clothes,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-16.68
10843,2012-04-17,4,2012,84,1,473.60,334.17,139.43,4,94.72,46.32,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,93.11
10844,2012-07-18,7,2012,59,1,125.65,110.82,14.83,35,0.00,69.16,Ravellis Träskor,Ladies´Footwear,Goa Kläder,Sweden,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-54.33
10845,2012-10-18,10,2012,63,2,721.49,615.18,106.31,70,65.59,47.94,DSW,Ladies´Footwear,Goa Kläder,Sweden,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,58.37
10845,2012-10-18,10,2012,63,2,178.47,143.10,35.37,25,16.23,47.94,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-12.57
10845,2012-10-18,10,2012,63,2,621.39,498.24,123.15,42,56.49,47.94,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,75.21
10845,2012-10-18,10,2012,63,2,3315.84,2658.70,657.14,60,301.44,47.94,Ga-Ga Dress,Babywear,Gal Export,France,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,609.20
10845,2012-10-18,10,2012,63,2,1654.08,1458.90,195.18,48,0.00,47.94,WFS shoes,Ladies´Footwear,Austerlich,Germany,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,147.24
10846,2012-04-18,4,2012,76,1,474.18,418.23,55.95,21,0.00,57.51,Oyaki Kimono,Womens wear,Big L,USA,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-1.56
10846,2012-04-18,4,2012,76,1,922.50,842.11,80.39,30,0.00,57.51,US-Master Jeans,Men´s Clothes,New Balls,Australia,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,22.88
10846,2012-04-18,4,2012,76,1,621.80,548.43,73.37,20,0.00,57.51,Nikee Running Shoes,Children´s wear,Nitsuchiba,Japan,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,15.86
10847,2012-09-19,9,2012,80,3,1746.24,1302.45,443.79,80,291.04,29.84,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,413.95
10847,2012-09-19,9,2012,80,3,140.83,103.51,37.32,12,23.47,29.84,Squash Shorts,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,7.48
10847,2012-09-19,9,2012,80,3,285.12,209.56,75.56,60,47.52,29.84,Mehmet-Skor,Babywear,ABC,Sweden,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,45.72
10847,2012-09-19,9,2012,80,3,378.00,277.83,100.17,36,63.00,29.84,Danske Treshoe,Men´s Footwear,Prael Ltd,Denmark,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,70.33
10847,2012-09-19,9,2012,80,3,279.18,205.20,73.98,45,46.53,29.84,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,44.14
10847,2012-09-19,9,2012,80,3,1937.10,1518.72,418.38,55,322.85,29.84,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,388.54
10848,2013-02-20,2,2013,16,2,184.80,162.99,21.81,30,0.00,64.28,O-Man Underwear,Men´s Clothes,Big L,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-42.47
10848,2013-02-20,2,2013,16,2,120.96,106.69,14.27,3,0.00,64.28,Fuji Boots,Men´s Footwear,Nitsuchiba,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-50.01
10849,2012-04-19,4,2012,39,2,967.75,853.56,114.19,49,0.00,39.15,Chantell Shirt,Womens wear,Sunny Clothes,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,75.04
10849,2012-04-19,4,2012,39,2,693.45,531.85,161.60,18,90.45,39.15,Bike Helmet,Sportwear,Der Bahnhof,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,122.45
10850,2012-04-19,4,2012,84,1,318.32,244.14,74.18,20,41.52,58.80,Basket Vest,Sportwear,Der Bahnhof,Germany,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,15.38
10850,2012-04-19,4,2012,84,1,121.16,92.93,28.24,4,15.80,58.80,Car Boots,Sportwear,Bar Åkeri,Norway,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-30.57
10850,2012-04-19,4,2012,84,1,927.71,711.51,216.20,30,121.01,58.80,US-Master Jeans,Men´s Clothes,New Balls,Australia,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,157.40
10851,2012-12-23,12,2012,42,3,92.92,78.06,14.87,5,4.42,30.43,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-15.57
10851,2012-12-23,12,2012,42,3,138.29,116.16,22.13,10,6.59,30.43,Basket Vest,Sportwear,Der Bahnhof,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-8.30
10851,2012-12-23,12,2012,42,3,200.44,172.40,28.05,10,9.54,30.43,Burned Rubber Shoes,Ladies´Footwear,Pirilli Company,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-2.39
10851,2012-12-23,12,2012,42,3,390.29,327.84,62.45,42,18.59,30.43,Rasta WCT,Sportwear,FrisersAfrong,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,32.02
10852,2012-04-22,4,2012,1,2,293.55,258.91,34.64,15,0.00,68.00,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-33.36
10852,2012-04-22,4,2012,1,2,139.44,122.99,16.45,6,0.00,68.00,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-51.55
10852,2012-04-22,4,2012,1,2,1572.00,1386.50,185.50,50,0.00,68.00,Sheat Shoes,Sportwear,Fast Runners,Canada,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,117.50
10853,2012-04-23,4,2012,6,2,255.20,225.09,30.11,10,0.00,48.80,Deuce shirt,Babywear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-18.69
10854,2012-04-23,4,2012,20,1,724.50,555.66,168.84,100,94.50,70.27,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,98.57
10854,2012-04-23,4,2012,20,1,2046.66,1569.70,476.96,65,266.95,70.27,Aino Shoes,Babywear,SatSUMAs,Japan,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,406.69
10855,2012-09-24,9,2012,32,3,459.00,444.45,14.55,50,0.00,48.14,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-33.59
10855,2012-09-24,9,2012,32,3,119.28,105.21,14.07,14,0.00,48.14,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-34.07
10855,2012-09-24,9,2012,32,3,910.80,803.33,107.47,24,0.00,48.14,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,59.33
10855,2012-09-24,9,2012,32,3,164.22,125.95,38.27,15,21.42,48.14,Stretch oui-pants,Womens wear,Big L,USA,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-9.87
10856,2012-04-24,4,2012,3,2,390.80,363.15,27.65,20,0.00,39.03,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-11.38
10856,2012-04-24,4,2012,3,2,268.00,236.38,31.62,20,0.00,39.03,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-7.41
10857,2012-10-25,10,2012,5,2,587.70,518.35,69.35,30,0.00,38.51,Chantell Shirt,Womens wear,Sunny Clothes,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,30.84
10857,2012-10-25,10,2012,5,2,1294.13,913.13,380.99,35,258.82,38.51,Bike Helmet,Sportwear,Der Bahnhof,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,342.49
10857,2012-10-25,10,2012,5,2,1521.25,1073.39,447.86,10,304.25,38.51,Davenport,Men´s Footwear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,409.35
10858,2012-04-25,4,2012,40,1,214.30,189.01,25.29,5,0.00,71.69,Conserve Shoes,Children´s wear,Dressed for Succes,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-46.40
10858,2012-04-25,4,2012,40,1,433.50,382.35,51.15,10,0.00,71.69,Tracksuit,Sportwear,Der Bahnhof,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-20.54
10858,2012-04-25,4,2012,40,1,122.24,107.82,14.42,4,0.00,71.69,US-Master Jeans,Men´s Clothes,New Balls,Australia,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-57.27
10859,2012-05-25,5,2012,25,2,225.50,159.11,66.39,40,45.10,64.10,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,2.29
10859,2012-05-25,5,2012,25,2,1568.88,1107.00,461.88,35,313.77,64.10,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,397.78
10859,2012-05-25,5,2012,25,2,1312.50,926.10,386.40,30,262.50,64.10,WFS shoes,Ladies´Footwear,Austerlich,Germany,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,322.30
10860,2012-04-25,4,2012,26,2,325.41,287.01,38.40,3,0.00,51.61,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-13.21
10860,2012-04-25,4,2012,26,2,7288.80,6428.72,860.08,20,0.00,51.61,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,808.47
10861,2012-08-27,8,2012,89,2,1066.38,940.55,125.83,42,0.00,44.72,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,81.11
10861,2012-08-27,8,2012,89,2,476.60,420.36,56.24,20,0.00,44.72,Deuce shirt,Babywear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,11.52
10861,2012-08-27,8,2012,89,2,367.60,324.22,43.38,40,0.00,44.72,Basket Shoes,Sportwear,Hot Pants,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-1.34
10861,2012-08-27,8,2012,89,2,920.85,812.19,108.66,35,0.00,44.72,Car Boots,Sportwear,Bar Åkeri,Norway,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,63.94
10861,2012-08-27,8,2012,89,2,88.05,77.66,10.39,3,0.00,44.72,Sheat Shoes,Sportwear,Fast Runners,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-34.33
10862,2012-04-26,4,2012,44,2,683.50,602.85,80.65,25,0.00,76.44,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,4.21
10862,2012-04-26,4,2012,44,2,683.52,628.37,55.15,8,0.00,76.44,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-21.29
10863,2012-10-30,10,2012,35,2,476.10,365.15,110.95,20,62.10,52.24,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,58.71
10863,2012-10-30,10,2012,35,2,617.27,498.12,119.15,12,80.51,52.24,Ga-Ga Dress,Babywear,Gal Export,France,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,66.91
10864,2012-09-30,9,2012,4,2,25.28,22.30,2.98,4,0.00,32.43,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-29.45
10864,2012-09-30,9,2012,4,2,972.15,857.44,114.71,15,0.00,32.43,X-Dress,Womens wear,Smooth Clothes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,82.28
10865,2012-09-30,9,2012,63,2,5111.82,4293.93,817.89,60,243.42,23.51,Le Baby Dress,Womens wear,Like Paradis,France,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,794.38
10865,2012-09-30,9,2012,63,2,5286.96,4441.05,845.91,80,251.76,23.51,Terence Top,Womens wear,Like Paradis,France,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,822.40
10866,2012-06-30,6,2012,5,2,463.31,326.91,136.40,21,92.66,46.54,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,89.86
10866,2012-06-30,6,2012,5,2,35.17,24.82,10.36,6,7.04,46.54,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-36.19
10866,2012-06-30,6,2012,5,2,1204.50,849.90,354.60,40,240.90,46.54,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,308.06
10867,2012-10-31,10,2012,48,3,197.97,174.61,23.36,3,0.00,37.25,Jumpin Jack Flash Dress,Womens wear,Cangaroo Shoes,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-13.89
10868,2012-06-01,6,2012,62,2,666.40,587.76,78.64,20,0.00,24.03,Bike Helmet,Sportwear,Der Bahnhof,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,54.61
10868,2012-06-01,6,2012,62,2,187.20,165.11,22.09,30,0.00,24.03,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-1.94
10868,2012-06-01,6,2012,62,2,899.51,762.67,136.84,42,81.77,24.03,Finnish Sport Blades,Sportwear,Nordik Koskenkorva,Finland,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,112.81
10869,2012-11-01,11,2012,32,3,860.00,758.52,101.48,40,0.00,44.38,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,57.10
10869,2012-11-01,11,2012,32,3,299.50,264.16,35.34,10,0.00,44.38,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-9.04
10869,2012-11-01,11,2012,32,3,419.00,369.56,49.44,50,0.00,44.38,DSW,Ladies´Footwear,Goa Kläder,Sweden,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,5.06
10869,2012-11-01,11,2012,32,3,273.60,241.32,32.28,20,0.00,44.38,Cap,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-12.10
10870,2012-07-01,7,2012,91,2,19.26,16.99,2.27,3,0.00,23.47,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-21.20
10870,2012-07-01,7,2012,91,2,215.24,189.84,25.40,2,0.00,23.47,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,1.93
10871,2012-09-02,9,2012,63,2,197.40,165.82,31.58,50,9.40,54.62,Shagall Socks,Womens wear,Dressed for Succes,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-23.04
10871,2012-09-02,9,2012,63,2,121.34,101.92,19.41,12,5.78,54.62,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-35.20
10871,2012-09-02,9,2012,63,2,404.21,339.53,64.67,16,19.25,54.62,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,10.06
10872,2013-03-02,3,2013,30,1,441.32,370.70,70.61,10,21.02,22.92,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,47.70
10872,2013-03-02,3,2013,30,1,649.53,545.61,103.92,20,30.93,22.92,Sheat Shoes,Sportwear,Fast Runners,Canada,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,81.00
10872,2013-03-02,3,2013,30,1,512.98,430.90,82.08,15,24.43,22.92,WFS shoes,Ladies´Footwear,Austerlich,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,59.16
10872,2013-03-02,3,2013,30,1,229.76,193.00,36.76,21,10.94,22.92,Stretch oui-pants,Womens wear,Big L,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,13.84
10873,2012-09-03,9,2012,32,3,205.40,181.16,24.24,20,0.00,40.54,Basket Shoes,Sportwear,Hot Pants,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-16.30
10873,2012-09-03,9,2012,32,3,134.64,118.75,15.89,3,0.00,40.54,RDL Suit,Children´s wear,Austerlich,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-24.65
10874,2012-05-02,5,2012,88,2,66.00,58.21,7.79,10,0.00,21.48,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Elvis Presley,1993-09-14,1,"",President,80000,-13.69
10875,2012-09-03,9,2012,5,2,213.75,188.53,25.22,25,0.00,51.98,Squash Shorts,Sportwear,Hot Pants,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-26.76
10875,2012-09-03,9,2012,5,2,564.10,452.31,111.79,21,51.28,51.98,Lundenhagen Boots,Men´s Footwear,Niemegen Boots,Netherlands,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,59.81
10875,2012-09-03,9,2012,5,2,324.30,286.03,38.27,15,0.00,51.98,Finnish Sport Blades,Sportwear,Nordik Koskenkorva,Finland,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-13.71
10876,2012-11-06,11,2012,9,1,256.83,226.52,30.31,21,0.00,26.13,Rodbye Troje,Babywear,Prael Ltd,Denmark,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,4.18
10876,2012-11-06,11,2012,9,1,717.20,639.62,77.58,20,0.00,26.13,WFS shoes,Ladies´Footwear,Austerlich,Germany,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,51.45
10877,2012-10-06,10,2012,67,2,375.38,264.86,110.51,30,75.08,44.17,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,66.35
10877,2012-10-06,10,2012,67,2,644.50,568.45,76.05,25,0.00,44.17,Deuce shirt,Babywear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,31.88
10878,2012-11-07,11,2012,63,2,1718.22,1443.30,274.92,20,81.82,55.53,Tennis Suit,Sportwear,Hot Pants,UK,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,219.39
10879,2012-05-06,5,2012,79,2,210.36,185.54,24.82,12,0.00,69.50,Duck Trousers,Babywear,Mayflower,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-44.68
10879,2012-05-06,5,2012,79,2,109.00,96.14,12.86,10,0.00,69.50,Stretch oui-pants,Womens wear,Big L,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-56.64
10879,2012-05-06,5,2012,79,2,4305.30,3797.27,508.03,10,0.00,69.50,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,438.53
10880,2012-05-06,5,2012,24,2,299.16,219.88,79.28,30,49.86,74.98,DSW,Ladies´Footwear,Goa Kläder,Sweden,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,4.30
10880,2012-05-06,5,2012,24,2,973.08,715.21,257.87,30,162.18,74.98,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,182.89
10880,2012-05-06,5,2012,24,2,1750.20,1286.40,463.80,50,291.70,74.98,US-Master Jeans,Men´s Clothes,New Balls,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,388.82
10881,2012-11-08,11,2012,12,2,11.90,10.50,1.40,10,0.00,43.45,Mehmet-Napp,Babywear,ABC,Sweden,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-42.05
10882,2012-07-08,7,2012,59,1,315.75,278.49,37.26,25,0.00,52.68,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-15.42
10882,2012-07-08,7,2012,59,1,458.85,351.92,106.93,20,59.85,52.68,Finnish Sport Blades,Sportwear,Nordik Koskenkorva,Finland,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,54.25
10882,2012-07-08,7,2012,59,1,1303.46,999.69,303.76,32,170.02,52.68,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,251.09
10883,2012-11-09,11,2012,63,2,34.80,30.69,4.11,8,0.00,58.13,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-54.02
10884,2012-10-09,10,2012,19,2,415.80,349.27,66.53,40,19.80,43.67,Basket Shoes,Sportwear,Hot Pants,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,22.86
10884,2012-10-09,10,2012,19,2,908.02,762.74,145.28,21,43.24,43.67,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,101.61
10884,2012-10-09,10,2012,19,2,115.04,96.63,18.41,12,5.48,43.67,Stretch oui-pants,Womens wear,Big L,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-25.26
10885,2012-11-09,11,2012,76,1,389.00,343.10,45.90,20,0.00,48.54,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-2.64
10885,2012-11-09,11,2012,76,1,54.72,48.26,6.46,12,0.00,48.54,Samba Socker  Socks,Men´s Clothes,Samba,Brazil,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-42.08
10885,2012-11-09,11,2012,76,1,883.20,778.98,104.22,30,0.00,48.54,US-Master Jeans,Men´s Clothes,New Balls,Australia,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,55.68
10885,2012-11-09,11,2012,76,1,342.25,301.86,40.39,25,0.00,48.54,Skirt,Womens wear,Austerlich,Germany,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-8.15
10886,2012-07-10,7,2012,34,2,471.80,416.13,55.67,70,0.00,30.11,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,25.56
10886,2012-07-10,7,2012,34,2,317.45,284.44,33.01,35,0.00,30.11,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,2.90
10886,2012-07-10,7,2012,34,2,543.20,479.10,64.10,40,0.00,30.11,Skirt,Womens wear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,33.99
10887,2012-11-10,11,2012,29,1,65.60,57.86,7.74,5,0.00,77.14,Basket Vest,Sportwear,Der Bahnhof,Germany,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-69.40
10888,2012-06-13,6,2012,30,1,409.20,360.91,48.29,20,0.00,32.12,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,16.17
10888,2012-06-13,6,2012,30,1,208.08,183.53,24.55,18,0.00,32.12,Cap,Sportwear,Hot Pants,UK,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-7.57
10889,2012-11-13,11,2012,73,2,1041.60,918.69,122.91,40,0.00,64.34,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,58.57
10889,2012-11-13,11,2012,73,2,3511.60,3097.23,414.37,40,0.00,64.34,Le Baby Dress,Womens wear,Like Paradis,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,350.03
10890,2012-07-13,7,2012,18,1,347.55,306.54,41.01,15,0.00,57.94,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-16.93
10890,2012-07-13,7,2012,18,1,80.30,74.40,5.90,10,0.00,57.94,Baywatch Bikkini,Bath Clothes,Smooth Clothes,USA,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-52.04
10890,2012-07-13,7,2012,18,1,127.68,112.61,15.07,14,0.00,57.94,Duck Shirt,Babywear,Mayflower,USA,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-42.87
